region,intercept,slope,r2,n_pairs
gl1_kanha,-0.025591897312838056,1.0201605268388738,0.9861624220493659,94
gl2_kanha,-0.008975450817697428,0.9361790002328793,0.9730742511189309,94
nw_kanha,-0.020501297986813417,0.9732227103659664,0.8774132684827483,99
se_kanha,0.0018748481162752073,0.8172159592000926,0.8683846041777684,99
whole_kanha,0.0046698221647149115,0.8477439510171081,0.903424621644798,99
